Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL48,OUT018,736.1742871888875
FDC48,OUT027,2129.3727848536005
FDA36,OUT017,3066.5479692882845
FDM24,OUT049,2473.9389615881873
FDD48,OUT010,268.1192234649128
FDW12,OUT035,2452.1521715348736
FDC37,OUT027,2887.2680537783544
FDZ36,OUT045,3065.120401199467
FDK60,OUT017,1537.1278889913538
FDG12,OUT046,2027.1502448029669
FDX24,OUT013,1539.9900725535979
FDS60,OUT027,4782.988797420055
FDC60,OUT049,1448.265522043746
FDA48,OUT018,3520.5013187817635
FDZ36,OUT027,5171.68335376954
FDW23,OUT018,658.8776098666925
FDW60,OUT018,2856.3553108239867
FDY59,OUT010,223.9453682837379
FDR60,OUT049,1297.3546972464167
FDV24,OUT013,2473.9389615881873
FDZ48,OUT010,261.04791218298976
FDS24,OUT027,2534.6891403512536
FDS48,OUT045,2459.437249060842
FDM60,OUT010,131.35476687711514
FDV24,OUT017,2468.567608924984
FDS12,OUT027,3031.768091192556
FDP12,OUT027,978.0331125813977
FDV24,OUT046,2468.567608924984
FDW36,OUT017,1572.9458718762703
FDA36,OUT018,3062.990418981067
FDU48,OUT045,2036.3113596983185
FDH12,OUT035,1572.9458718762703
FDI12,OUT013,1517.5982539077293
FDY24,OUT019,131.35476687711514
FDY24,OUT017,904.2433102981902
FDQ12,OUT010,573.0996370566587
FDS48,OUT017,2468.567608924984
FDU24,OUT045,1528.0834067304586
FDG12,OUT035,1987.6507714656939
FDZ59,OUT046,2583.7582897962798
FDQ60,OUT045,1974.463826542713
FDV12,OUT049,1537.1278889913538
FDM24,OUT018,2456.588388444039
FDQ24,OUT049,4005.209556486624
FDA48,OUT049,3756.3901533766625
FDN60,OUT049,2530.641970282448
FDP60,OUT018,1537.1278889913538
FDY24,OUT045,915.7890661625111
FDW12,OUT019,332.7492360973239
FDX48,OUT027,4075.2165813780025
FDR36,OUT046,676.1972480984944
FDX12,OUT018,3686.9706580874663
FDN24,OUT049,890.6884418618624
FDB60,OUT045,3065.120401199467
FDR12,OUT049,2846.621781492874
FDW60,OUT049,2850.749688512105
FDJ36,OUT017,1572.9458718762703
FDW36,OUT046,1575.3965374867691
FDP12,OUT018,657.9852324526496
FDU60,OUT018,2678.1949109638967
FDT36,OUT035,673.0949509875256
FDD36,OUT035,1933.808765063159
FDR24,OUT049,1473.2320600261178
FDE36,OUT019,386.1291713338034
FDI24,OUT017,2848.0493495816913
FDA11,OUT019,230.53023650580388
FDU48,OUT018,2036.3113596983185
FDY12,OUT045,755.404100475921
FDU60,OUT017,2747.0248287926884
FDH12,OUT013,1575.3965374867691
FDR24,OUT018,1505.3194161963218
FDW24,OUT017,734.6755767402469
FDU24,OUT035,1534.5807412882868
FDW36,OUT018,1572.9458718762703
FDE24,OUT019,357.16181539318137
FDC60,OUT045,1475.0272595763058
FDL36,OUT013,1534.7471935229746
FDZ48,OUT035,1681.763764087597
FDR12,OUT035,2774.841896266142
FDX23,OUT049,1537.1278889913538
FDT60,OUT027,3026.6602262337947
FDS12,OUT046,2027.1502448029669
FDP12,OUT013,695.5363206399372
FDU48,OUT027,3031.768091192556
FDB12,OUT045,1572.9458718762703
FDQ60,OUT046,2015.0653884072253
FDR60,OUT045,1298.3798407973447
FDI36,OUT017,3069.0942996596054
FDJ36,OUT013,1572.9458718762703
FDZ60,OUT046,1575.3965374867691
FDX48,OUT013,2485.2427293356845
FDZ12,OUT027,3082.023059527362
FDU36,OUT017,1537.1278889913538
FDX60,OUT049,1336.124586631147
FDJ12,OUT027,5849.169594474975
FDD48,OUT027,2938.766858780496
FDO48,OUT010,573.0996370566587
FDL24,OUT046,2846.621781492874
FDD36,OUT013,1995.6132182871536
FDP48,OUT010,460.6663080168175
FDX12,OUT049,3881.477365696651
